,Recommended N,Time Required,Desired Power,Actual Power,Avg. R-Squared,Mean Cond. Number,Model Specification,# Points,Points,Simulations per Point,Verification Simulations
0,23869,0.45557415882746377,0.8,0.828,0.3818780046943534,4682.694738860108,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
1,25545,0.45953492720921835,0.8,0.876,0.38223688775817255,4682.614654280397,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
2,24982,0.4586197853088379,0.8,0.856,0.3817489201446854,4683.075387329304,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
3,20442,0.4574746290842692,0.8,0.78,0.3819655069799071,4682.759492090441,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
4,25391,0.45894795258839927,0.8,0.882,0.3818948504978904,4682.746561444211,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
5,23924,0.4590795556704203,0.8,0.874,0.3820552278757597,4683.319286537757,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
6,23467,0.4566289226214091,0.8,0.836,0.38178900673632993,4680.444938245761,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
7,26447,0.45684518416722614,0.8,0.864,0.38201168108972905,4683.965788418291,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
8,25824,0.45679486989974977,0.8,0.872,0.38200127223510505,4683.19435666485,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
9,29561,0.45732856591542564,0.8,0.898,0.3820934867033688,4681.957658848155,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
10,24088,0.4557409048080444,0.8,0.83,0.3821498951098248,4682.731294482576,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
11,23899,0.4571623086929321,0.8,0.876,0.3818282690803381,4683.671962823745,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
12,21288,0.45573657751083374,0.8,0.808,0.3820946232711174,4684.716083324939,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
13,21252,0.46255454619725545,0.8,0.766,0.3818265544901624,4683.564509244434,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
14,25376,0.4553929964701335,0.8,0.854,0.3819100388739662,4682.8125187281075,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
15,22265,0.45802897214889526,0.8,0.818,0.38200535780454803,4683.027147162663,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
16,27267,0.4598161856333415,0.8,0.878,0.3817536501721733,4683.804040830731,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
17,30444,0.4584495226542155,0.8,0.912,0.3818710871420288,4681.301033496571,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
18,18599,0.4529156764348348,0.8,0.744,0.38199363574163403,4685.741253630798,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
19,26731,0.4689275026321411,0.8,0.872,0.3816359560545236,4683.1656763692545,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
20,28702,0.4538169622421265,0.8,0.894,0.3820432876978181,4683.58245787063,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
21,26171,0.45319761832555133,0.8,0.868,0.3816748349159741,4683.249715554131,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
22,24422,0.46395217180252074,0.8,0.87,0.38173660721776387,4684.946234686569,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
23,24496,0.4562156915664673,0.8,0.852,0.38208492756957685,4681.924377478508,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
24,23438,0.45931989749272667,0.8,0.832,0.38186120259267314,4684.112919157447,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
25,22469,0.4596915562947591,0.8,0.828,0.3817391811224208,4683.063800025249,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
26,27949,0.4575095812479655,0.8,0.87,0.3820828054783232,4683.165371815702,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
27,29568,0.45748804410298666,0.8,0.922,0.38204949153866796,4682.400654944851,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
28,23852,0.46033248901367185,0.8,0.826,0.381635188009937,4683.842155010276,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
29,27848,0.45505815744400024,0.8,0.878,0.38199383749365884,4682.711962672589,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
30,25631,0.45805416504542035,0.8,0.872,0.3817786901142694,4682.97478506207,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
31,29423,0.4560546557108561,0.8,0.892,0.38197623832030225,4682.487202828152,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
32,25686,0.4543599804242452,0.8,0.874,0.3820489178237523,4681.7877602661865,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
33,23533,0.46787189245224,0.8,0.844,0.38167912110449115,4684.582544453045,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
34,21296,0.45539805889129636,0.8,0.808,0.3822001260998128,4684.563310791969,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
35,24077,0.4603493054707845,0.8,0.816,0.3817548235469288,4681.119846940319,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
36,26637,0.45985984007517494,0.8,0.856,0.3819430277235041,4680.8619097631545,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
37,25090,0.4557581901550293,0.8,0.848,0.3815401237649447,4684.000929911967,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
38,20634,0.46016101439793905,0.8,0.778,0.3820048243577945,4683.325419484779,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
39,26421,0.46000185012817385,0.8,0.848,0.3814857212751611,4682.966331788732,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
40,23312,0.45831570227940877,0.8,0.854,0.381885468182439,4683.852930003306,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
41,19401,0.4630037546157837,0.8,0.746,0.3815925093591076,4681.138676442028,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
42,23895,0.45521618525187174,0.8,0.854,0.38176446574697975,4682.166362195787,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
43,24087,0.45275009870529176,0.8,0.864,0.38201776863262554,4682.442501396116,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
44,23331,0.4586587150891622,0.8,0.854,0.38151262800350744,4684.317285816142,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
45,31284,0.4580418864885966,0.8,0.928,0.3823635577358642,4682.746767575486,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
46,22999,0.4538780887921651,0.8,0.818,0.38192743141889596,4683.904447533213,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
47,26350,0.4543408672014872,0.8,0.872,0.38211276806982664,4683.16171456779,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
48,25879,0.46041375398635864,0.8,0.862,0.3822727798682998,4682.184472916673,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
49,23520,0.4595718701680501,0.8,0.814,0.3815976234274692,4682.465311185559,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
50,24071,0.4585286617279053,0.8,0.842,0.38196809535841064,4682.890101131702,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
51,23545,0.46241255203882853,0.8,0.812,0.3819702799237003,4681.680758002191,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
52,23358,0.4584448297818502,0.8,0.848,0.38238505383487004,4684.008297021497,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
53,21833,0.45649581352869667,0.8,0.834,0.3816462600770237,4683.98371718846,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
54,18373,0.4605312863985697,0.8,0.74,0.3818086966333315,4682.947780510915,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
55,25338,0.4579208890597026,0.8,0.852,0.38190409654745233,4682.289086331744,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
56,25761,0.4617558479309082,0.8,0.866,0.3817337532047723,4682.040621158689,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
57,21180,0.46295851866404214,0.8,0.79,0.381533294652547,4682.192952616792,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
58,23157,0.4620706796646118,0.8,0.84,0.3817256108389977,4682.397283175656,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
