,Recommended N,Time Required,Desired Power,Actual Power,Avg. R-Squared,Mean Cond. Number,Model Specification,# Points,Points,Simulations per Point,Verification Simulations
0,24315,0.8417392333348592,0.8,0.832,0.3819118490752149,4681.111306613689,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
1,24641,0.8353963017463684,0.8,0.872,0.3820776815122796,4682.393631781496,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
2,24872,0.8303692579269409,0.8,0.84,0.3817296453703022,4682.437972392309,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
3,12704,0.8410292903582255,0.8,0.602,0.3818912821381152,4684.743948721108,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
4,24958,0.8397004087766011,0.8,0.826,0.3818131075501188,4682.017419690717,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
5,21894,0.8429287354151408,0.8,0.8,0.3816948248287435,4683.716558958638,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
6,20160,0.8459388295809428,0.8,0.786,0.381686642994142,4682.0349755254265,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
7,20917,0.8434483726819356,0.8,0.798,0.38199680096650673,4683.4232563686055,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
8,19035,0.8397435744603475,0.8,0.776,0.38136360555224075,4683.78861206466,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
9,11464,0.843140983581543,0.8,0.572,0.38153202016544824,4684.221141532115,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
10,18497,0.8419096748034159,0.8,0.74,0.3815866585723919,4682.360337390353,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
11,15324,0.8453493595123291,0.8,0.668,0.3818672363183695,4683.394624061993,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
12,18445,0.836179006099701,0.8,0.74,0.38200783608435224,4684.233179120015,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
13,21444,0.8389132459958394,0.8,0.78,0.3817555069776228,4683.695551477885,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
14,23350,0.8385979731877645,0.8,0.826,0.3820106945738732,4681.694409112898,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
15,20782,0.8409071485201518,0.8,0.794,0.38211220133681484,4682.767599870131,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
16,23168,0.8361348470052083,0.8,0.814,0.38251624914873156,4682.338958763421,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
17,20862,0.83791477282842,0.8,0.782,0.3822906506100719,4683.580696728695,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
18,20967,0.844303552309672,0.8,0.788,0.38159932067998553,4683.12776328136,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
19,18709,0.8436789393424988,0.8,0.752,0.38175762303533717,4684.965756648302,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
20,13441,0.8448490738868714,0.8,0.598,0.38188641488041636,4684.562290283136,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
21,26342,0.8263469219207764,0.8,0.842,0.38152165953366896,4683.687880843647,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
22,18957,0.8384781877199808,0.8,0.74,0.3817667487056791,4682.756403994883,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
23,16845,0.8350688179334005,0.8,0.672,0.38221680321791673,4684.895847327171,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
24,23845,0.8323705832163493,0.8,0.836,0.3821962168267301,4681.103526544452,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
25,23850,0.8400797327359517,0.8,0.852,0.3821018966679601,4683.442258642765,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
26,19088,0.8392998774846395,0.8,0.774,0.3816380019728134,4681.584782946766,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
27,24331,0.8450144529342651,0.8,0.824,0.3817053312252457,4683.495663726718,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
28,22949,0.8358512282371521,0.8,0.8,0.38179396352348854,4683.374823628864,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
29,22226,0.8437785108884176,0.8,0.832,0.381715331568735,4682.679598697004,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",300,500
