,Recommended N,Time Required,Desired Power,Actual Power,Avg. R-Squared,Mean Cond. Number,Model Specification,# Points,Points,Simulations per Point,Verification Simulations
0,28442,6.3356424331665036,0.8,0.878,0.38193371210788774,4684.722686480724,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
1,27206,0.5710062543551128,0.8,0.876,0.3821929161565485,4683.25308954312,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
2,20594,1.7248074094454446,0.8,0.784,0.3816817547081704,4682.923983025064,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
3,28852,0.5753253738085429,0.8,0.898,0.38159572760306376,4684.671490004999,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
4,27057,0.5837559302647909,0.8,0.864,0.3822704059422022,4683.296093315799,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
5,22901,0.5738419850667318,0.8,0.828,0.3818245189298483,4682.203595522627,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
6,26485,0.5798224329948425,0.8,0.86,0.38209836229574373,4683.348164211995,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
7,20339,0.57564697265625,0.8,0.822,0.3816829029125694,4683.775511775238,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
8,25240,1.1574910084406536,0.8,0.834,0.38182959646635845,4683.989846002513,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
9,19421,1.7293865164120992,0.8,0.764,0.38190909907552556,4682.111315677333,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
10,22430,1.1569366415341695,0.8,0.804,0.38189034186114085,4683.930699236978,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
11,29658,1.7139428933461507,0.8,0.912,0.38200601746329543,4683.854521872389,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
12,25307,1.7109957774480185,0.8,0.876,0.3818782644509633,4684.611908903315,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
13,23958,1.712045176823934,0.8,0.846,0.38197074183673985,4683.085694692448,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
14,26870,2.278646250565847,0.8,0.882,0.38218410824064597,4682.548463475071,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
15,7503,2.2728848536809285,0.8,0.422,0.3823008950176782,4685.638937003209,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
16,27008,1.12980318069458,0.8,0.85,0.38198784767472804,4683.279650658984,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
17,20003,1.1370538791020712,0.8,0.772,0.3819320498323264,4682.400445228349,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
18,27770,1.1557950218518576,0.8,0.9,0.38185542132546113,4682.528046335467,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
19,25877,0.5708890994389851,0.8,0.844,0.381867903314955,4681.1927450572975,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
20,12093,0.5636939326922099,0.8,0.53,0.3816990385320446,4682.946341224283,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
21,26858,0.5626383264859517,0.8,0.886,0.38188559458978166,4684.525087695382,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
22,20725,0.5705655972162883,0.8,0.838,0.3814656040098673,4682.953748227918,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
23,28596,1.7091918031374613,0.8,0.866,0.3820845325365513,4682.333837474124,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",200,500
