,Recommended N,Time Required,Desired Power,Actual Power,Avg. R-Squared,Mean Cond. Number,Model Specification,# Points,Points,Simulations per Point,Verification Simulations
0,21025,1.5584744572639466,0.8,0.82,0.38208561847170247,4682.853048405227,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
1,17804,1.2947427749633789,0.8,0.71,0.3820299655709069,4681.158377973812,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
2,20568,1.3587700088818868,0.8,0.786,0.3818758108572751,4683.677970256561,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
3,20224,1.7294598698616028,0.8,0.748,0.3820688965008067,4684.161262262626,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
4,22139,1.618724775314331,0.8,0.82,0.3818776708287661,4682.101878639191,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
5,22139,1.7566202561060587,0.8,0.836,0.38207242367484007,4682.758977255376,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
6,20879,1.7923413276672364,0.8,0.808,0.38203935024290314,4683.960334644524,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
7,26833,1.4800856868426004,0.8,0.862,0.38189293753791503,4683.569396202995,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
8,18519,1.6496340831120808,0.8,0.764,0.3815743920478029,4681.903807318253,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
9,18551,1.6664373715718588,0.8,0.77,0.3823600505188461,4682.657017327858,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
10,18968,1.4113236347834268,0.8,0.764,0.38156660248673546,4682.586076747625,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
11,21259,1.5498457074165344,0.8,0.788,0.38213642705175077,4683.991281459966,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
12,20630,1.58707244793574,0.8,0.768,0.3819127528851382,4683.184394382124,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
13,18721,1.6268444259961445,0.8,0.768,0.3822243076723014,4682.542931659034,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
14,17950,1.7803130984306335,0.8,0.702,0.3818645010017547,4683.443053322443,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',7,"[10000, 20000, 30000, 40000, 50000, 60000, 70000]",200,500
