,Recommended N,Time Required,Desired Power,Actual Power,Avg. R-Squared,Mean Cond. Number,Model Specification,# Points,Points,Simulations per Point,Verification Simulations
0,23089,0.45896536906560265,0.8,0.818,0.38198410911870434,4683.263817951382,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
1,24940,0.4578337907791138,0.8,0.856,0.3814185983088183,4683.741112450713,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
2,22854,0.4572142124176025,0.8,0.84,0.3818087279725875,4683.569519922938,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
3,22641,0.44790371259053546,0.8,0.84,0.3816890254317765,4683.486395787363,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
4,21308,0.45023789008458454,0.8,0.8,0.38264546402482774,4683.099175284712,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
5,22069,0.4503125747044881,0.8,0.82,0.3819179414191746,4683.638969658936,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
6,26146,0.453972327709198,0.8,0.872,0.3819782994444625,4682.853820087249,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
7,22765,0.45135549704233807,0.8,0.846,0.38214065862360086,4681.167515170418,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
8,25038,0.9109134038289388,0.8,0.864,0.38200865748050505,4684.081165566893,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
9,21326,0.4622836152712504,0.8,0.782,0.38206536016320647,4684.148759462865,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
10,20761,0.45201485554377235,0.8,0.766,0.38167211794267897,4683.604478434848,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
11,25698,0.4509573817253113,0.8,0.836,0.38191343363514346,4684.290259159857,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
12,22024,0.8979773203531901,0.8,0.822,0.38189971584842414,4681.314392869984,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
13,22693,0.4541161298751831,0.8,0.8,0.38199953498640293,4682.567713899101,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
14,24481,0.4525798916816711,0.8,0.864,0.38198424230473976,4682.436051888,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
15,26871,0.4531838615735372,0.8,0.874,0.3816359150954704,4682.2473582089,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
16,24242,0.45373016198476157,0.8,0.864,0.38183299398553644,4683.393117189422,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
17,24036,0.4528935035069784,0.8,0.852,0.38184140346655765,4681.0596246723535,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
18,24324,0.45363619724909465,0.8,0.824,0.38204957632720893,4681.951221548132,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
19,23089,0.45077415704727175,0.8,0.864,0.38218424849217436,4683.696124888352,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
20,23382,0.45319838523864747,0.8,0.848,0.3821597713860527,4681.627485888553,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
21,23687,0.44366405804951986,0.8,0.852,0.38213621839169865,4683.6040614380745,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
22,24426,0.4501526673634847,0.8,0.878,0.38203940522326013,4682.598947835134,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
23,23621,0.4471640984217326,0.8,0.826,0.38167507789866606,4682.84950133782,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
24,24695,0.45195366541544596,0.8,0.836,0.3821464812692207,4682.149688561594,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
25,23385,0.44887569348017375,0.8,0.836,0.3819514200467216,4683.988626562306,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
26,22795,0.4541316827138265,0.8,0.82,0.3819138431159439,4683.576584665504,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
27,22571,0.4462142546971639,0.8,0.844,0.3822208689166505,4684.276806125232,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
28,21962,0.450089426835378,0.8,0.776,0.3822813407366304,4682.20701847797,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
29,22550,0.4518350164095561,0.8,0.832,0.38246533440421576,4684.4912225838725,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
30,27581,0.448869522412618,0.8,0.878,0.3819715516678933,4682.562532262793,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
31,20747,0.4565439303716024,0.8,0.78,0.38157798064753645,4682.907152608005,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
32,23192,0.4622090975443522,0.8,0.842,0.3818672615742724,4685.0238513311315,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
33,23086,0.4505119522412618,0.8,0.862,0.38180655613760855,4683.313568042369,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
34,26331,0.4525689840316772,0.8,0.898,0.3812721216009578,4683.300751445059,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
35,22412,0.4469283103942871,0.8,0.83,0.382096800615154,4682.157727197511,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
36,22898,0.45564131339391073,0.8,0.82,0.3816977547518977,4681.800121011472,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
37,21568,0.4459657351175944,0.8,0.824,0.3819332919740579,4682.587896428105,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
38,24121,0.4461080272992452,0.8,0.842,0.3820430560972327,4683.836380243183,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
39,23102,0.452653702100118,0.8,0.814,0.3816470466297417,4682.873344859754,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
40,24484,0.44983455340067546,0.8,0.846,0.3819692198681111,4684.764679764724,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
41,24393,0.4477947990099589,0.8,0.85,0.38209194774448024,4684.1249884448935,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
42,23025,0.4459654172261556,0.8,0.8,0.38172877602513233,4682.774209438034,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
43,26810,0.4477325121561686,0.8,0.896,0.3818978618324237,4682.525119199853,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
44,18442,0.449943995475769,0.8,0.746,0.38194391294648944,4683.387002575164,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
45,24075,0.44857459465662636,0.8,0.832,0.38172852387783096,4682.161244382667,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
46,26287,0.44447041749954225,0.8,0.876,0.38187747037549297,4683.012680011195,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
47,22350,0.45057667096455895,0.8,0.84,0.3816942124375332,4682.186868092217,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
48,22467,0.4485979398091634,0.8,0.84,0.381639589875842,4683.072005281364,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
49,24890,0.9123910744984944,0.8,0.878,0.38164910374550504,4683.253143235109,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
50,23020,0.44993407726287843,0.8,0.824,0.3815718268028027,4683.739771536251,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
51,25575,0.4508342941602071,0.8,0.874,0.38166520727885567,4685.069104278378,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
52,23091,0.45264840523401895,0.8,0.838,0.3819510101432005,4684.464932327548,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
53,23321,0.4516839861869812,0.8,0.82,0.381717141195568,4684.245808871232,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
54,21725,0.4480050722757975,0.8,0.834,0.38232701145899695,4681.636752135521,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
55,25297,0.445488178730011,0.8,0.832,0.38180868079714714,4682.938837841942,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
56,24566,0.4468107024828593,0.8,0.848,0.3820556338628999,4683.811716622746,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
57,23187,0.45839147170384725,0.8,0.848,0.3819063757667831,4683.051980068737,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
58,22877,0.4462811549504598,0.8,0.834,0.38156942694679047,4682.239385685761,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
59,24197,0.4423819104830424,0.8,0.822,0.3820939325360103,4680.146006035409,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
60,22103,0.44617197116216023,0.8,0.838,0.38149894781625004,4684.530480831894,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
61,21665,0.44870733420054115,0.8,0.812,0.38183435071601884,4681.9880710902835,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
62,24602,0.4473791519800822,0.8,0.832,0.38178769239561683,4683.519040040997,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
63,22201,0.44924920399983725,0.8,0.806,0.38175243588393243,4683.201769655844,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
64,23616,0.45070870717366535,0.8,0.85,0.3815092813572117,4682.472936162631,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
65,24686,0.4497017820676168,0.8,0.842,0.3819381577152727,4682.597061876481,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
66,24621,0.44694671233495076,0.8,0.886,0.3819429881330588,4683.864005261128,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
67,24634,0.44690330425898234,0.8,0.844,0.3817795836663524,4682.431992098764,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',5,"[20000, 30000, 40000, 50000, 60000]",100,500
