,Recommended N,Time Required,Desired Power,Actual Power,Avg. R-Squared,Mean Cond. Number,Model Specification,# Points,Points,Simulations per Point,Verification Simulations
0,26390,0.5514829953511556,0.8,0.88,0.3815694225738354,4683.881344475943,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",100,500
1,30496,0.5310866753260295,0.8,0.904,0.38179608634926143,4683.013771598471,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",100,500
2,21400,1.2431596239407858,0.8,0.838,0.38201653943705355,4683.363969277929,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",100,500
3,27348,0.23943923314412435,0.8,0.882,0.38178009150071873,4684.7891838883015,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",100,500
4,26697,0.4789434274037679,0.8,0.872,0.3823056375695726,4682.798306554827,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",100,500
5,29480,0.7649791677792867,0.8,0.89,0.3817601473141682,4682.73488830316,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",100,500
6,22442,0.30315070152282714,0.8,0.814,0.38178225910431934,4682.218209752018,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",100,500
7,24930,1.604142185052236,0.8,0.856,0.38182805697689787,4683.536765608237,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",100,500
8,21587,2.0772212982177733,0.8,0.784,0.3818536795389759,4683.691751082944,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",100,500
9,16429,2.9958510875701903,0.8,0.676,0.38169994234612625,4683.697267840951,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',3,"[30000, 40000, 50000]",100,500
