,Effectve Power,Recommended N,Mean R-Squared,Mean Cond. No.,Specification,Initial Pass Points,Initial Pass Iterations per Point,Second Pass Points,Second Pass Iterations per Point,Verification Iterations,Estimation Time
40,0.856,26612,0.36026909884881386,816.3813221776325,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.1712090452512105
41,0.872,29968,0.360705311761235,815.6726100645574,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.0190948923428853
42,0.856,25415,0.3610436961164975,815.3299604373814,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.992813185850779
43,0.884,27707,0.36076060260263004,815.8930944738609,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.089983117580414
44,0.872,28328,0.3607299167901359,815.9531918393642,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.836034270127614
45,0.878,26761,0.3607550487628334,815.8394646082133,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8161764184633893
46,0.862,26860,0.3607740494268274,815.5180831254213,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8287087798118593
47,0.866,27889,0.360879350120542,815.3915289051183,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8541415373484296
48,0.866,27102,0.3606841668982496,815.8679763882635,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8348527113596598
49,0.826,25728,0.3608670578060894,815.7997087350587,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8384202321370444
50,0.856,26835,0.36090948148084623,815.4562893056582,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.835934841632843
51,0.872,28767,0.36074894042123407,815.9583083848767,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8026829679807026
52,0.888,28920,0.36069674600909485,815.7367018591389,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8041409770647685
53,0.854,27640,0.360670315397968,815.8820497292235,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8092815041542054
54,0.87,27338,0.3610787601496994,815.2906269543552,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8295994281768797
55,0.85,25979,0.3605688454381752,816.0851382759591,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.834534815947215
56,0.878,26519,0.360837008137836,815.7752233931701,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.823509124914805
57,0.83,26206,0.360923918175243,815.8599859149774,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.818196133772532
58,0.856,27787,0.36111266955386234,815.4993891416542,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.812023639678955
59,0.846,26845,0.3609186294368003,815.6256069218613,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8066147923469544
60,0.866,26541,0.3609853082172559,815.5959481834125,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8213316559791566
61,0.862,27334,0.360830691154058,815.5621056488011,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8415015896161395
62,0.84,26497,0.36061689400206687,816.200104693897,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.847324279944102
63,0.892,28206,0.3606317799983842,815.9553384539392,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8160209178924562
64,0.832,27164,0.36080853200208407,815.8301753959865,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8272496740023296
65,0.878,26491,0.36054842576289947,816.0067304566003,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.809365407625834
66,0.87,27710,0.36088167807402194,815.7788185246328,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.80906564394633
67,0.86,26270,0.3604885909191769,816.2612508396264,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8122794151306154
68,0.852,26258,0.36089633218593153,815.7769954971473,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.820182152589162
69,0.876,26362,0.3610103886112702,815.6344938852194,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.8273308515548705
70,0.854,26042,0.36075211763619097,815.9258065111358,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.895202418168386
71,0.854,26160,0.3605046699974496,816.2129678019796,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.2347331563631694
72,0.87,27142,0.36060693201191774,816.0840160292641,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.3235011736551923
73,0.872,26477,0.3608558228130039,815.7693868764837,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.171514066060384
74,0.906,28061,0.3604690697584717,816.1409081715371,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.0903279900550844
75,0.87,27461,0.36105864950603933,815.7036099799827,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.9083412806193034
76,0.872,27414,0.36090762450447694,815.5626189596189,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.329494905471802
77,0.87,28565,0.3608309462387763,815.9020092953886,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,4.004906356334686
78,0.86,27336,0.36078428670402296,815.7045720089912,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.868372905254364
79,0.872,27334,0.3607291990155316,815.7325109176281,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.909575601418813
80,0.872,27135,0.36036331628086515,816.3839714441932,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.521470042069753
81,0.904,28999,0.36068198286577946,815.5829421946814,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.486358714103699
82,0.848,27750,0.36073008651215716,815.9323516963368,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.7028486847877504
83,0.84,27566,0.3607297300125881,815.7961802367042,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.2969767570495607
84,0.838,25459,0.3607770399895894,815.4003452684985,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.496065843105316
85,0.852,28399,0.3607790637162916,815.8566550666553,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.7012978076934813
86,0.878,29180,0.3609685775706128,815.2501137729574,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.8133588671684264
87,0.83,26492,0.3608039915215133,815.6855774914582,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.8295819838841756
88,0.85,26822,0.3604745444020682,815.9976431722977,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.5954480528831483
89,0.87,28117,0.3608593658950198,815.7414427588532,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.4092413663864134
90,0.876,28956,0.3606964544932401,815.6134967051992,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.8251356800397236
91,0.874,27878,0.3605902706131265,815.9683371157985,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.371437219778697
92,0.87,27340,0.3601663091361912,816.4113408749824,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.8229298114776613
93,0.898,28568,0.36106982011390576,815.419069752207,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.7709174672762553
94,0.868,26280,0.36074903324420254,815.9169784402534,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.7717886209487914
95,0.854,26721,0.3607622509824023,815.6089078061622,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.654838458697001
96,0.862,27620,0.3605605193415492,815.9073724182456,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.6986955920855205
97,0.858,26190,0.3608704765798252,815.6782175539362,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.6208906094233195
98,0.864,25952,0.36085623436323044,815.617425040294,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.7229522228240968
99,0.892,29454,0.3604790062221499,816.0685900890895,Order_Amt = 'Treated' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.3885632514953614
