,Effectve Power,Recommended N,Mean R-Squared,Mean Cond. No.,Specification,Initial Pass Points,Initial Pass Iterations per Point,Second Pass Points,Second Pass Iterations per Point,Verification Iterations,Estimation Time
64,0.828,1751,0.004644732617570112,2.6183148973184043,Order_Amt = 'Treated',4,200,5,200,500,1.474252204100291
65,0.832,1773,0.004698755482604242,2.6165704614737315,Order_Amt = 'Treated',4,200,5,200,500,1.4722911636034648
66,0.824,1744,0.004873690247542194,2.617757479937456,Order_Amt = 'Treated',4,200,5,200,500,1.480227263768514
67,0.838,1867,0.004848869225091201,2.6158804017622663,Order_Amt = 'Treated',4,200,5,200,500,1.4682969848314922
68,0.794,1668,0.004863379787084945,2.6173905336800924,Order_Amt = 'Treated',4,200,5,200,500,1.4506585836410522
69,0.846,1845,0.004826584880730061,2.6133100098977375,Order_Amt = 'Treated',4,200,5,200,500,1.4624675830205283
70,0.838,1830,0.004738315429506955,2.614121020539742,Order_Amt = 'Treated',4,200,5,200,500,1.4550625761349996
71,0.828,1765,0.004872705041582322,2.617240487732894,Order_Amt = 'Treated',4,200,5,200,500,1.4576974630355835
72,0.846,1741,0.0049038734869441235,2.6177467211415144,Order_Amt = 'Treated',4,200,5,200,500,1.4431288719177247
73,0.806,1729,0.00485481647534473,2.614921290608796,Order_Amt = 'Treated',4,200,5,200,500,1.4577029744784038
74,0.818,1748,0.004717003060905709,2.616001650877043,Order_Amt = 'Treated',4,200,5,200,500,1.4535228927930197
75,0.82,1773,0.004652599760057459,2.6186684313118738,Order_Amt = 'Treated',4,200,5,200,500,1.453047482172648
76,0.84,1832,0.004924970041351556,2.6173037381864925,Order_Amt = 'Treated',4,200,5,200,500,1.4587989091873168
77,0.836,1787,0.0051534313042056685,2.6155935699983446,Order_Amt = 'Treated',4,200,5,200,500,1.4576810399691265
78,0.806,1846,0.004498367346587995,2.6153722035620124,Order_Amt = 'Treated',4,200,5,200,500,1.4461166461308796
79,0.816,1798,0.00493683861555344,2.614560687800049,Order_Amt = 'Treated',4,200,5,200,500,1.4496333042780558
80,0.856,1760,0.0048542637270441264,2.615888676641834,Order_Amt = 'Treated',4,200,5,200,500,1.455184773604075
81,0.85,1726,0.005233277099858999,2.616728112455358,Order_Amt = 'Treated',4,200,5,200,500,1.4544769446055095
82,0.876,1839,0.004734350978059227,2.617648403859997,Order_Amt = 'Treated',4,200,5,200,500,1.4480117718378702
83,0.826,1698,0.004718543387909394,2.615503268747097,Order_Amt = 'Treated',4,200,5,200,500,1.4538210074106852
84,0.796,1697,0.004549665329266422,2.6176482888397268,Order_Amt = 'Treated',4,200,5,200,500,1.4524660229682922
85,0.846,1814,0.00485523861748187,2.6178499462261495,Order_Amt = 'Treated',4,200,5,200,500,1.4522732456525167
86,0.816,1729,0.0050907135091154765,2.618456571834364,Order_Amt = 'Treated',4,200,5,200,500,1.4572095672289531
87,0.818,1714,0.0046561779278160315,2.6154704009998246,Order_Amt = 'Treated',4,200,5,200,500,1.4480252385139465
88,0.826,1697,0.004610263712573627,2.6155560300362866,Order_Amt = 'Treated',4,200,5,200,500,1.4607379992802938
89,0.824,1774,0.004835902884588218,2.616560829717056,Order_Amt = 'Treated',4,200,5,200,500,1.4502424438794455
90,0.798,1692,0.004557708848795436,2.6169024331294706,Order_Amt = 'Treated',4,200,5,200,500,1.4509033759435017
91,0.842,1793,0.004716239573520637,2.6163973634619326,Order_Amt = 'Treated',4,200,5,200,500,1.4383246024449667
92,0.834,1891,0.004809671101655399,2.616051706581404,Order_Amt = 'Treated',4,200,5,200,500,1.4296308080355327
93,0.86,1790,0.00493875086687723,2.6164844439544206,Order_Amt = 'Treated',4,200,5,200,500,1.4530689001083374
94,0.836,1705,0.004962715554934886,2.6156999846698015,Order_Amt = 'Treated',4,200,5,200,500,1.4498181064923605
95,0.82,1782,0.0047514782579033505,2.616118285659979,Order_Amt = 'Treated',4,200,5,200,500,1.448145898183187
96,0.844,1905,0.004939344995943884,2.616243616948586,Order_Amt = 'Treated',4,200,5,200,500,1.4432143052419026
97,0.82,1794,0.005000349432354666,2.616316126767196,Order_Amt = 'Treated',4,200,5,200,500,1.441835618019104
98,0.856,1844,0.004872788668943025,2.617879493853761,Order_Amt = 'Treated',4,200,5,200,500,1.4522011359532674
99,0.818,1750,0.004785369201262168,2.6150145575110417,Order_Amt = 'Treated',4,200,5,200,500,1.453096346060435
