,Effectve Power,Recommended N,Mean R-Squared,Mean Cond. No.,Specification,Initial Pass Points,Initial Pass Iterations per Point,Second Pass Points,Second Pass Iterations per Point,Verification Iterations,Estimation Time
19,0.9,30906,0.393986560725209,3027.46301878192,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.27335207064946
20,0.878,30780,0.394404569252854,3024.36827437725,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.403977282842
21,0.842,27709,0.395873103092661,2930.87040046237,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.39587231874466
22,0.854,29786,0.394767333126305,2994.2555748379,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.44241096973419
23,0.87,29713,0.394866663968638,2995.13266194565,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.57410154342651
24,0.858,29470,0.394722523252877,2986.7562256007,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.78774042129517
25,0.852,30163,0.394668871487371,3007.45220849546,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.75011076927185
26,0.852,29239,0.395196103711566,2978.14112662109,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.4532685081164
27,0.902,30522,0.394666219819757,3015.42232025748,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.66684598128001
28,0.856,30523,0.394752691606438,3014.49846495799,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.43112322092056
29,0.894,30265,0.394473246981148,3013.40514255297,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.85380868514379
30,0.874,30921,0.394281753453414,3024.99193985072,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.62749729951223
31,0.858,29762,0.394770290337654,2994.18046082618,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.38859244187673
32,0.866,29272,0.394692765996161,2980.96012116521,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.33893591165543
33,0.84,30262,0.394536677866098,3010.35692180985,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.4132349451383
34,0.87,29301,0.395367510417777,2980.13359848928,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.52676306565603
35,0.88,30718,0.394665862916933,3017.02853980802,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.65980843305588
36,0.834,29923,0.39481723222669,2999.16304450833,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.24554979403814
37,0.846,29514,0.394882682235549,2990.30349710206,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.51192327340444
38,0.852,29577,0.394720736455788,2995.28487408348,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.41510857741038
39,0.866,30903,0.394587435595549,3025.48578080135,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.63161433140437
40,0.87,31123,0.394082145474444,3035.80870895014,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.46444636980693
41,0.826,28342,0.395411928589811,2954.0327964207,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.5360343615214
42,0.838,27840,0.39580675738461,2937.97572001508,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.40058261156082
43,0.864,30074,0.394609927971474,3010.98250565144,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.4997967282931
44,0.876,30365,0.394544816097252,3011.14998371003,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.54746261835098
45,0.89,30961,0.394412667837442,3030.9252425672,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.55537876288096
46,0.852,30337,0.394932155401518,3010.50698366024,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.45137295722961
47,0.878,31887,0.393991105772354,3052.2207141095,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.44256318410238
48,0.804,27481,0.396067359974304,2928.18304311086,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.58580986658732
49,0.83,30092,0.394667307656179,3003.02104102369,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.73128863573074
50,0.848,28662,0.395615059269619,2966.31659678644,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.63605089187622
51,0.846,30266,0.394488309926691,3012.63007149139,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.47650905847549
52,0.854,29854,0.39457366686198,3000.76751962422,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.50164057811101
53,0.852,29091,0.395005011541121,2975.21938399039,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.25631313721339
54,0.88,30542,0.394428471867094,3019.15334353776,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.47480760415395
55,0.874,28819,0.395368898647564,2969.18366797686,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.30022329092026
56,0.858,29428,0.395134926204301,2986.27065498729,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.01105260848999
57,0.852,29671,0.394711480003644,2995.37180084254,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.1483293056488
58,0.864,29250,0.394813144746254,2980.05536305986,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.93292057514191
59,0.844,30218,0.394724303890678,3003.3840551811,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.56176093419393
60,0.868,30548,0.394263489785614,3021.18565868751,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.53334803183873
61,0.856,28129,0.395440265909719,2948.68337686039,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.26685822407405
62,0.842,28082,0.395683691429788,2948.22304010301,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.45242272218068
63,0.832,29378,0.395260731653451,2982.38624794825,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.21956999699275
64,0.854,28381,0.3956887502592,2952.33439339692,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.65595453977585
65,0.86,27987,0.395699427102762,2943.33277870793,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.55864554246267
66,0.842,29474,0.394692922633852,2989.57707251584,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.33666841189067
67,0.826,29028,0.395258568353326,2974.54233858852,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.1484410683314
68,0.86,29955,0.395271593207795,2999.34929530912,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.38825779358546
69,0.818,27832,0.395811844608922,2935.80900464632,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.50130660533905
70,0.898,30679,0.394403823953143,3017.52198197089,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.36746706565221
71,0.85,29608,0.395088946140425,2993.43243025928,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.50713286399841
72,0.892,29610,0.395050482736034,2990.02871828387,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.49953727324804
73,0.848,29319,0.395086930825995,2979.67568499958,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.39476747115453
74,0.832,29596,0.39491864630704,2992.63215047325,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.64196136395137
75,0.87,31039,0.39412908863486,3031.95117525017,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.58369232416153
76,0.84,30111,0.394927915331254,3008.71602998306,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.38441194693247
77,0.818,27398,0.396210063205608,2924.32698798446,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.57133415142695
78,0.86,28868,0.394909398724832,2972.74677486932,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,3.55684354305267
79,0.878,31348,0.393824065361394,3042.89560910998,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.77736378510793
80,0.86,29410,0.394943660329145,2989.0742077813,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.83679380814234
81,0.822,28179,0.395351887305772,2948.96025178726,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.70696384509404
82,0.832,29867,0.394667788635278,3001.05434788105,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.72048327922821
83,0.838,28811,0.395730074151139,2963.92054130194,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.72790989478429
84,0.874,30794,0.39404285389367,3027.26157219601,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.71811701059341
85,0.866,30310,0.394550256965458,3010.18849727846,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.72829989989599
86,0.894,31897,0.394105547530155,3052.97983379292,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.73009510040283
87,0.852,28951,0.39550939216266,2970.70266938722,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.72686727841695
88,0.854,27851,0.395754282195475,2938.35563304329,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.71213636398315
89,0.836,30413,0.394524710230754,3017.74992362763,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.71992522080739
90,0.86,30889,0.394086573726938,3028.38150733156,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.74782837629318
91,0.88,29582,0.394550534164573,2992.17296121321,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.73880345424016
92,0.85,29369,0.395081781356865,2982.54690821065,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.72333049376806
93,0.872,30558,0.394616887638061,3020.93905812593,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.74065382083257
94,0.884,30956,0.394450782721992,3027.33228019324,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.71852192878723
95,0.84,29526,0.394989761518075,2986.37028557094,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.72149116198222
96,0.852,28811,0.395092043748578,2971.060763007,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.69688824415207
97,0.88,28356,0.395379042164068,2952.65938566824,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.71883008877436
98,0.882,30380,0.394408883946156,3012.68983955183,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.71808125178019
99,0.872,31149,0.394103536095264,3038.30466786686,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,2.69970965385437
