,Effectve Power,Recommended N,Mean R-Squared,Mean Cond. No.,Specification,Initial Pass Points,Initial Pass Iterations per Point,Second Pass Points,Second Pass Iterations per Point,Verification Iterations,Estimation Time
45,0.888,5467,0.459244146078184,1714.49067738423,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.52212360699972
46,0.888,5484,0.45957158250633,1715.61487990693,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.52304590940475
47,0.88,5468,0.460249508472689,1711.43326355554,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.52654690742493
48,0.918,5561,0.458245586847587,1722.05288879456,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.53713009754817
49,0.874,5268,0.462465343505877,1693.10901420798,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54133948882421
50,0.924,5481,0.460236517112549,1712.54050709198,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.53233126401901
51,0.882,5230,0.463943749016798,1685.99868914246,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.5284096121788
52,0.892,5357,0.462070839705,1702.18672655332,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.52976452509562
53,0.886,5353,0.461016388221992,1700.95431685334,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.52370638052622
54,0.89,5369,0.461356588717666,1703.13720372617,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.53253674109777
55,0.898,5397,0.460960241509223,1702.97849362944,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.52341450452805
56,0.882,5337,0.462060392262271,1700.40955540569,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.53191153208415
57,0.886,5275,0.462697507980475,1693.03419163555,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54300811290741
58,0.886,5630,0.457358596932336,1727.39539662812,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.52975695133209
59,0.896,5540,0.45897417049357,1719.73473083177,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.53309205373128
60,0.884,5609,0.457990196162413,1724.08977415648,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55711853504181
61,0.864,5103,0.464979220922321,1674.99936886023,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54281522830327
62,0.88,5440,0.460448814245749,1707.38792302339,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.52929901281993
63,0.896,5503,0.459907533888369,1714.23404118092,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55094867149989
64,0.854,5374,0.46105930993962,1704.45828737109,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.53924299478531
65,0.864,5062,0.465875938212279,1670.91346146732,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54650564193726
66,0.89,5294,0.462251515950922,1694.32873962747,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.53142875830332
67,0.902,5327,0.462323711805811,1697.49287992049,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.53639413515727
68,0.874,5300,0.461995620918792,1695.62634784741,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54797763029734
69,0.862,5276,0.462752602309852,1692.75797556301,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.53252817392349
70,0.872,5256,0.462969227179654,1692.19405227302,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55309987862905
71,0.864,5119,0.465455699667867,1674.56906117762,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55086005528768
72,0.876,5303,0.462321984632585,1693.14590691572,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54994109471639
73,0.892,5306,0.462723232312497,1692.7969991688,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54746282895406
74,0.876,5433,0.46024759348251,1709.88511403245,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.56215643882751
75,0.852,5038,0.466532175766633,1666.45316388078,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55583872397741
76,0.86,5327,0.461336648160631,1700.48389665975,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54922304550807
77,0.886,5416,0.460067422413583,1709.31799850531,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54564397732417
78,0.912,5414,0.461472622042125,1702.53540524977,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54689639409383
79,0.872,5287,0.461438170729446,1696.15913571404,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54077702363332
80,0.916,5498,0.458573822782346,1719.34734133735,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54516452153524
81,0.908,5490,0.458806980793533,1716.19075829298,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54134181340536
82,0.918,5556,0.458092409436525,1723.44531769971,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54099977413813
83,0.894,5652,0.456923694936698,1732.1001069569,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55174397230148
84,0.87,5285,0.462569283242461,1691.36336830702,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54585800170898
85,0.89,5526,0.45926634502522,1718.41741843126,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54022278388341
86,0.866,5440,0.460246943054298,1709.63527182037,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.53420339822769
87,0.914,5685,0.456403822010967,1735.39566683079,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54351573785146
88,0.902,5515,0.459085802058623,1717.44068562862,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.53585173686345
89,0.906,5254,0.463403144852641,1688.87006715689,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55735983451207
90,0.864,5406,0.460669827025425,1707.19572317603,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55051927169164
91,0.88,5423,0.460390142061512,1708.07078012261,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55123152335485
92,0.9,5427,0.460169566158671,1708.04752839891,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54674816528956
93,0.9,5417,0.460329813931599,1705.03772139908,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55994542439779
94,0.888,5376,0.461148847191375,1704.71831352041,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.56987329721451
95,0.886,5578,0.457871477386738,1724.77326090856,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.56482455730438
96,0.83,5182,0.464036142543592,1681.91072497499,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55982302824656
97,0.868,5157,0.464625072704212,1681.4904895009,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55873319705327
98,0.884,5492,0.458699356213572,1719.20576713639,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.54921479622523
99,0.864,5387,0.461436447290959,1702.82712029995,Order_Amt = 'Treated' + 'Mean_Retailer_Order_Amt' + 'Mean_DOW_Order_Amt',4,200,5,200,500,1.55339871247609
